CORE,CPU,DRAM,DURATION,PSYS,UNCORE,EXIT_CODE,INPUT
168726070,192197872,27719229,12785670,62875511,55115,0,3072
189659792,217458245,31022321,14479608,73246089,162658,0,3080
186901805,214838134,30343367,14256669,72168028,544371,0,3088
186322093,215905454,32226480,14610787,74429436,948606,0,3096
177250645,202023531,27659902,13118345,66259168,45654,0,3104
175162027,200437658,28615528,13295913,67368419,29175,0,3112
176368261,201732821,28521717,13397024,67766978,27038,0,3120
176430640,201365512,27514517,13365818,67322765,24902,0,3128
179255950,205535973,30246810,13633710,69434637,28320,0,3136
191632566,220366258,31927348,14838494,75241201,163879,0,3144
192915460,222193400,33099830,14602416,74690971,501829,0,3152
188114448,216333857,31933512,14369341,73235347,324828,0,3160
196492172,226343415,33102820,15114286,76775316,697141,0,3168
186831675,213197025,29040453,14120725,71066590,16785,0,3176
183802569,208150285,24863767,13754588,67961191,28199,0,3184
184353043,208815994,24795530,13872874,68423226,31616,0,3192
187968574,214376221,28875048,14223864,71376222,38697,0,3200
185442823,209439711,23480470,13909118,68036386,30517,0,3208
192987543,220511948,30603376,14640645,73926691,31922,0,3216
193660332,221396162,30993756,14696492,74237114,38818,0,3224
196029772,224022132,31119610,14889327,75157034,40589,0,3232
197013167,225315097,31771280,14955900,75621755,35950,0,3240
198321209,226989898,32402871,15075517,76432055,32898,0,3248
199192239,227528898,31396587,15116071,76149951,26306,0,3256
200902501,229614280,31962931,15256572,76959398,39734,0,3264
203154876,231627398,31021161,15386472,77090806,24780,0,3272
202653656,230643514,29891525,15333171,76496265,29541,0,3280
207000447,237015689,33923009,15769088,79841653,34301,0,3288
205324608,233214491,29182176,15488858,76919359,25329,0,3296
209152114,238905273,33068519,15856426,79944192,35095,0,3304
209220351,238233827,31085736,15846545,79136455,43823,0,3312
212675359,243411303,34824740,16138833,81783971,28320,0,3320
210351208,239745053,31758891,15983295,79976235,39977,0,3328
214188538,244257309,32857337,16211770,81366430,35705,0,3336
213391239,241982169,29289048,16086524,79575419,32165,0,3344
214986022,244326340,30932171,16217268,80608131,36377,0,3352
218619862,249475557,33851537,16586393,83352448,37841,0,3360
218078238,247781348,31114666,16472164,81882420,39917,0,3368
221381696,252653405,34263585,16818265,84548184,36438,0,3376
221887859,252386866,32396706,16758230,83596527,27405,0,3384
226210359,258734323,36379484,17216260,87003561,44434,0,3392
224976048,255656389,32276163,16996373,84384367,29846,0,3400
230250021,263256040,36877286,17486653,88218647,29114,0,3408
230266256,263290342,36804166,17537601,88516070,38025,0,3416
230157736,262058472,34229039,17401441,86929893,34973,0,3424
234296275,268036179,37870813,17831027,90135389,32043,0,3432
238284912,273077304,39558920,18182135,92175118,37597,0,3440
237618838,271328957,37171902,18045658,90669812,36438,0,3448
238797179,273674227,40040486,18150331,92232674,26611,0,3456
237983521,271053261,35509553,18040574,90213941,32959,0,3464
238722411,270985939,33477026,18021953,89295609,33020,0,3472
240985833,274003388,34849093,18224402,90693737,34973,0,3480
246001751,282206065,41740677,18751169,95535705,23987,0,3488
244971907,279163958,36899380,18592460,93035101,30823,0,3496
245907513,279261126,34709445,18587918,92079293,25512,0,3504
252108180,288782098,41793411,19173276,97302546,28625,0,3512
247770484,281571789,35411531,18762915,93184270,28321,0,3520
250235322,284101751,35200594,18887889,93631169,26916,0,3528
249424899,281852306,31718791,18761856,91766794,25085,0,3536
254142477,288779229,36258208,19226953,95406189,29297,0,3544
256439529,291117053,36016326,19361211,95788085,27222,0,3552
254350606,287475888,32619484,19113394,93665227,26977,0,3560
263039976,301006920,42735975,20027338,101224838,34790,0,3568
261536257,297366183,37768091,19789184,98450859,33508,0,3576
259205330,293981364,35775787,19563000,96545712,26489,0,3584
264916619,301643759,39313498,20082352,100234912,33264,0,3592
271891027,312000117,46345097,20744574,105685459,26428,0,3600
267003772,302651508,36285430,20159590,99305044,25513,0,3608
274630950,314386524,44911689,20905351,105766025,28381,0,3616
276993920,317369427,45999821,21117235,107024750,27954,0,3624
278303853,319343542,47059572,21249298,108096220,26611,0,3632
274142792,311501827,38550499,20771449,102789288,28382,0,3640
274337981,310430358,35954620,20666775,101238388,26001,0,3648
281674389,322148650,44392708,21445709,107921477,26245,0,3656
283763128,325283164,46498111,21621937,109506128,29602,0,3664
287333676,327730485,43105908,21809129,108629727,24659,0,3672
288473810,331495428,48562620,22083024,112315631,25451,0,3680
287160398,327163896,41738846,21781649,108308316,28321,0,3688
293331097,337248526,49923579,22446599,114258985,26367,0,3696
289432120,329667857,41322526,21960985,108953090,29174,0,3704
295278480,338509693,47629211,22549102,113850599,23925,0,3712
297063692,339946822,46658084,22604366,113553481,26062,0,3720
298007416,340217635,44656624,22648139,112949967,30701,0,3728
292645491,331730779,37860010,22123128,108425870,25146,0,3736
293426495,331861822,36244109,22127673,107432342,29540,0,3744
304037125,347595179,46882510,23110243,115927254,28747,0,3752
308294133,354327889,52055897,23572262,119744078,26795,0,3760
309971741,356690859,53211350,23767188,121163874,33691,0,3768
306613961,350331623,46463138,23377547,116796331,31678,0,3776
312311639,356880923,47595398,23756740,118795838,25390,0,3784
310959715,354480905,45192999,23617533,117467595,31677,0,3792
318715859,366465065,54161971,24351505,123965197,31433,0,3800
319012428,365541789,50740532,24394517,122885611,36255,0,3808
317930888,362291309,45909367,24131063,119916258,25207,0,3816
319201087,363356797,45052070,24238708,119869200,26733,0,3824
332367619,380549868,50158746,25362141,126474286,393127,0,3832
329767833,378390389,53977279,25202895,127267741,38025,0,3840
321224276,363625107,40574359,24166811,118061282,33875,0,3848
321081270,363431442,40170002,24247841,118195743,36072,0,3856
332996950,380591678,50833305,25344861,126662456,42480,0,3864
330562020,376165358,46355899,25043371,123954394,34851,0,3872
333182619,379000128,46397465,25234923,124715623,41077,0,3880
339515244,388356916,52557422,25876151,129644566,28748,0,3888
343625951,394127043,55853311,26245042,132520779,34363,0,3896
338390735,385183096,47652038,25714357,127087504,32958,0,3904
345442109,395103541,53542649,26305677,131797392,32959,0,3912
336308587,379937077,40489764,25302532,122855765,31128,0,3920
343346350,389190410,44449593,25933064,126876446,26977,0,3928
349134299,398131549,51111441,26532914,131863371,33874,0,3936
356806093,409254689,58074070,27254660,137543716,33570,0,3944
358130492,410695238,58036777,27374331,137989759,32776,0,3952
356238834,407206539,54464582,27123998,135889606,31189,0,3960
355406195,404857485,51017997,26989515,133711084,25086,0,3968
361190481,412686138,54925152,27489768,137417495,31616,0,3976
365664591,419883690,60752530,27974692,141726932,27282,0,3984
363506089,414728797,53849654,27645186,137564101,28564,0,3992
372287865,426936285,60537931,28432484,143143494,27160,0,4000
